Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
50, 21.767811, 23.874827, 21.583992, 2.329391, -2.736438, -0.222212, 0.715172, 
50, 21.850247, 23.947055, 21.693594, 2.192054, -2.746745, -0.206132, 0.723789, 
50, 21.926939, 24.015380, 21.796306, 2.054241, -2.756257, -0.190245, 0.731717, 
50, 21.997982, 24.079647, 21.892106, 1.915991, -2.764996, -0.174776, 0.738986, 
50, 22.063469, 24.139721, 21.980973, 1.777342, -2.772982, -0.159729, 0.745621, 
50, 22.123483, 24.195477, 22.062890, 1.638330, -2.780244, -0.145248, 0.751647, 
50, 22.178098, 24.246805, 22.137839, 1.498990, -2.786809, -0.131289, 0.757086, 
50, 22.227386, 24.293606, 22.205807, 1.359354, -2.792705, -0.117915, 0.761957, 
50, 22.271408, 24.335793, 22.266780, 1.219457, -2.797957, -0.105049, 0.766279, 
50, 22.310219, 24.373290, 22.320746, 1.079327, -2.802592, -0.092703, 0.770066, 
50, 22.343869, 24.406031, 22.367696, 0.938995, -2.806635, -0.080850, 0.773332, 
50, 22.372470, 24.434026, 22.407717, 0.800434, -2.771232, 0.708056, 0.776095, 
50, 22.396334, 24.457505, 22.441195, 0.669544, -2.617801, 3.068628, 0.778391, 
50, 22.415907, 24.476842, 22.468709, 0.550287, -2.385137, 4.653269, 0.780269, 
50, 22.431627, 24.492425, 22.490844, 0.442694, -2.151849, 4.665756, 0.781773, 
50, 22.443925, 24.504648, 22.508183, 0.346791, -1.918060, 4.675787, 0.782947, 
50, 22.453228, 24.513914, 22.521313, 0.262597, -1.683876, 4.683671, 0.783834, 
50, 22.459958, 24.520628, 22.530819, 0.190128, -1.449391, 4.689709, 0.784475, 
50, 22.464536, 24.525199, 22.537289, 0.129394, -1.214682, 4.694184, 0.784910, 
50, 22.467380, 24.528041, 22.541309, 0.080403, -0.979818, 4.697282, 0.785181, 
50, 22.468906, 24.529566, 22.543467, 0.043160, -0.744850, 4.699351, 0.785326, 
50, 22.469531, 24.530191, 22.544351, 0.017669, -0.509823, 4.700539, 0.785385, 
50, 22.469670, 24.530330, 22.544547, 0.003931, -0.274767, 4.701126, 0.785398, 
50, 22.469670, 24.530330, 22.544547, 0.000000, -0.078618, 3.922984, 0.785398, 
